CIK,OFFER_TYPE,NAME,LOCATION,SYMBOL,EXCHANGE,FILING_DATE,PRICE_LOW,PRICE_HIGH,AMOUNT,UWRITERS
1487670,IPO,Reunion Hospitality Trust Inc.,"New York, NY",RBSC,Nasdaq NM,2010-03-23,-,-,$250.0 mil.,"FBR, JMP Securities"
1487371,IPO,GenMark Diagnostics Inc.,"Carlsbad, CA",GNMK,Nasdaq NM,2010-03-19,6,7,$46.0 mil.,"Piper Jaffray, William Blair & Co., ThinkEquity, LLC"
1484427,IPO,The Telx Group Inc.,"New York, NY",TELX,Nasdaq NM,2010-03-18,-,-,$100.0 mil.,"Goldman Sachs & Co., Deutsche Bank Securities, RBC Capital Markets, Oppenheimer & Co. Inc., Piper Jaffray, SunTrust Robinson Humphrey"
1481441,IPO,IronPlanet Inc.,"Pleasanton, CA",IRON,Nasdaq NM,2010-03-18,-,-,$92.0 mil.,"J.P. Morgan, Deutsche Bank Securities, Cowen, Piper Jaffray, Needham & Company"
1486299,IPO,Tianli Agritech Inc.,"Hubei Province, CHINA",OINK,Nasdaq NM,2010-03-17,5,7,$10.1 mil.,Anderson & Strudwick
1086909,IPO,BroadSoft Inc.,"Gaithersburg, MD",BSFT,Nasdaq NM,2010-03-15,9,11,$103.5 mil.,"Goldman Sachs & Co., Jefferies, Cowen, Needham & Company"
1325702,IPO,MagnaChip Semiconductor LLC,"Luxembourg, LUXEMBOURG",MX,NYSE,2010-03-15,15,17,$250.0 mil.,"Barclays Capital, Deutsche Bank Securities, Goldman Sachs & Co., Citigroup, UBS Investment Bank"
1484435,IPO,Alma Maritime Ltd.,"Athens, GREECE",AAM,NYSE,2010-03-12,19,21,$271.7 mil.,"BofA Securities, UBS Investment Bank, Sunrise Securities Corp., Clarkson Johnson Rice, BNP PARIBAS, UniCredit Capital Markets"
1365101,IPO,Primo Water Corp.,"Winston-Salem, NC",PRMW,Nasdaq NM,2010-03-12,11,13,$60.0 mil.,"Stifel, BB&T Capital Markets, Janney Montgomery Scott, LLC, Signal Hill Capital Group"
1374310,IPO,CBOE Holdings Inc.,"Chicago, IL",CBOE,Nasdaq NM,2010-03-11,27,29,$300.0 mil.,"Goldman Sachs & Co., BofA Securities, Barclays Capital, CITADEL Securities, Citigroup, J.P. Morgan, UBS Investment Bank, BMO Capital Markets, Credit Suisse, Morgan Stanley, Oppenheimer & Co. Inc., Raymond James, Cabrera Capital Markets, LLC, Keefe, Bruyet"
1275791,IPO,MediaMind Technologies Inc. (Eyeblaster Inc.),"New York, NY",MDMD,Nasdaq NM,2010-03-10,14,16,$115.0 mil.,"J.P. Morgan, Deutsche Bank Securities, Stifel, Pacific Crest Securities, ThinkEquity, LLC"
1483994,IPO,China Lodging Group Limited,"Shanghai, CHINA",HTHT,Nasdaq NM,2010-03-05,10.25,12.25,$50.0 mil.,"Goldman Sachs & Co., Morgan Stanley, Oppenheimer & Co. Inc."
1485469,IPO,Tower International Inc.,"Livonia, MI",TOWR,NYSE,2010-03-04,15,17,$122.2 mil.,"Goldman Sachs & Co., Citigroup, J.P. Morgan, Wells Fargo Securities, Baird, Lazard Capital Markets"
1486159,IPO,Oasis Petroleum Inc.,"Houston, TX",OAS,NYSE,2010-03-04,13,15,$724.5 mil.,"Morgan Stanley, UBS Investment Bank, Simmons & Company International, J.P. Morgan, Tudor, Pickering, Holt & Co., Wells Fargo Securities, BNP PARIBAS, Canaccord Genuity   , Johnson Rice & Company, Morgan Keegan & Co., Raymond James, RBC Capital Markets, Sc"
1484830,IPO,Welsh Property Trust Inc.,"Minnetonka, MN",WLS,NYSE,2010-03-03,8.5,10.5,$345.0 mil.,"UBS Investment Bank, J.P. Morgan, Deutsche Bank Securities, RBC Capital Markets, Baird, Stifel"
1096241,IPO,Force10 Networks Inc.,"San Jose, CA",FTEN,NYSE,2010-03-02,-,-,$143.8 mil.,"J.P. Morgan, Deutsche Bank Securities, Barclays Capital, Baird, Cowen, RBC Capital Markets, Pacific Crest Securities"
1481055,IPO,Crude Carriers Corp.,"Piraeus, GREECE",CRU,NYSE,2010-03-01,19,21,$310.5 mil.,"UBS Investment Bank, BofA Securities, Werbel-Roth Securities, Nordea Markets, Oppenheimer & Co. Inc., Cantor, Pareto Securities, RS Platou Markets, ING"
1386278,IPO,Green Dot Corp.,"Monrovia, CA",GDOT,NYSE,2010-02-26,32,35,$150.0 mil.,"J.P. Morgan, Morgan Stanley, Deutsche Bank Securities, Piper Jaffray, UBS Investment Bank"
1483830,IPO,Niska Gas Storage Partners LLC,"Houston, TX",NKA,NYSE,2010-02-22,19,21,$402.5 mil.,"Goldman Sachs & Co., Morgan Stanley, Barclays Capital, Citigroup, Credit Suisse, RBC Capital Markets, UBS Investment Bank"
1401774,IPO,Reply! Inc.,"San Ramon, CA",RPLY,Nasdaq NM,2010-02-22,-,-,$60.0 mil.,"Jefferies, Piper Jaffray, Needham & Company, ThinkEquity, LLC"
1483404,IPO,Redgate Media Group,"Beijing, CHINA",RGM,Nasdaq NM,2010-02-19,6,8,$53.9 mil.,"Brean Murray, Carret & Co, I-Bankers Securities, Inc."
1483934,IPO,Scorpio Tankers Inc.,MONACO,STNG,NYSE,2010-02-17,14,16,$150.0 mil.,"Morgan Stanley, Dahlman Rose & Company, Fearnley Fonds, Nordea Markets, DnB NOR Markets, Fortis Bank Nederland"
1421525,IPO,China Intelligent Lighting & Electronics Inc,"Guangdong, CHINA",CIL,NYSE/Amex,2010-02-16,3,4,$11.5 mil.,"Rodman & Renshaw LLC, Westpark Capital, Inc."
1483510,IPO,Express Parent LLC,"Columb, OH",EXPR,,2010-02-16,18,20,$200.0 mil.,"BofA Securities, Goldman Sachs & Co., Morgan Stanley, Barclays Capital, Piper Jaffray, UBS Investment Bank, Stephens, Inc."
1483096,IPO,"Access Midstream Partners, L.P.","Oklahoma City, OK",CHK,NYSE,2010-02-16,19,21,$345.0 mil.,"UBS Investment Bank, Citigroup, Morgan Stanley, BofA Securities, Barclays Capital, Credit Suisse, Goldman Sachs & Co., Wells Fargo Securities, BBVA Securities, BMO Capital Markets, Deutsche Bank Securities, Raymond James, RBC Capital Markets, Scotia Capit"
1482512,IPO,Hudson Pacific Properties Inc.,"Los Angeles, CA",HPP,NYSE,2010-02-16,17,19,$26.5 mil.,"BofA Securities, Barclays Capital, Morgan Stanley, Wells Fargo Securities, BMO Capital Markets, KeyBanc Capital Markets"
1305927,IPO,Fallbrook Technologies Inc.,"San Diego, CA",,,2010-02-16,-,-,$50.0 mil.,"CIBC World Markets, Mackie Research Capital"
1236761,IPO,Nexx Systems Inc.,"Billerica, MA",,,2010-02-11,-,-,$42.0 mil.,"Canaccord Adams, CIBC World Markets"
1475278,IPO,GameFly Inc.,"Los Angeles, CA",GFLY,Nasdaq NM,2010-02-10,-,-,$50.0 mil.,"BofA Securities, Piper Jaffray, Cowen, William Blair & Co."
1323891,IPO,American Tire Distributors Holdings Inc.,"Huntersville, NC",ATD,NYSE,2010-02-05,-,-,$230.0 mil.,"BofA Securities, Deutsche Bank Securities"
1479221,IPO,DriveTime Automotive Inc.,"Phoenix, AZ",DTA,,2010-02-02,-,-,$200.0 mil.,"Jefferies, Stephens, Inc."
1318605,IPO,"Tesla, Inc.","Palo Alto, CA",TSLA,Nasdaq NM,2010-01-29,14,16,$100.0 mil.,"Goldman Sachs & Co., Morgan Stanley, J.P. Morgan, Deutsche Bank Securities"
1407038,IPO,BG Medicine Inc.,"Waltham, MA",BGMD,Nasdaq NM,2010-01-29,13,15,$86.3 mil.,"UBS Investment Bank, Lazard Capital Markets, Baird, Cowen"
1287213,IPO,Douglas Dynamics Inc.,"Milwaukee, WI",PLOW,NYSE,2010-01-29,11.25,11.75,$150.0 mil.,"Credit Suisse, Oppenheimer & Co. Inc., Baird, Piper Jaffray"
1410428,IPO,"XpresSpa Group, Inc.","New York, NY",VRNG,NYSE/Amex,2010-01-29,4.5,5.5,$13.8 mil.,"Maxim Group LLC, Chardan Capital Markets, Ladenburg Thalmann"
1477246,IPO,S&W Seed Co.,"Five Points, CA",SANW,Nasdaq NM,2010-01-29,10,12,$18.8 mil.,"Paulson Investment Company Inc., Feltl and Company, Inc."
1301184,IPO,GlassHouse Technologies Inc.,"Framingham, MA",GLAS,Nasdaq NM,2010-01-28,-,-,$75.0 mil.,"Goldman Sachs & Co., Credit Suisse, Thomas Weisel Partners LLC, William Blair & Co., Oppenheimer & Co. Inc."
1473332,IPO,Resaca Exploitation Inc.,"Houston, TX",RSOX,NYSE/Amex,2010-01-27,3.2,3.6,$75.0 mil.,"RBC Capital Markets, Canaccord Genuity   , Madison Williams And Company, Morgan Keegan & Co., Natixis Bleichroeder LLC, Pritchard Capital Partners, LLC"
1407450,IPO,Convio Inc.,"Austin, TX",CNVO,Nasdaq NM,2010-01-25,10,12,$57.5 mil.,"Thomas Weisel Partners LLC, Piper Jaffray, William Blair & Co., JMP Securities, Pacific Crest Securities"
1481506,IPO,PAA Natural Gas Storage L.P.,"Houston, TX",PNG,NYSE,2010-01-25,19,21,$200.0 mil.,"Barclays Capital, UBS Investment Bank, Citigroup, Wells Fargo Securities, BofA Securities, J.P. Morgan, Raymond James, Madison Williams And Company, Morgan Keegan & Co., RBC Capital Markets, Stifel"
1358483,IPO,Everyday Health Inc.,"New York, NY",EVDY,Nasdaq NM,2010-01-22,13,15,$123.3 mil.,"J.P. Morgan, Credit Suisse, Citigroup, Stifel, SunTrust Robinson Humphrey"
1336691,IPO,Motricity Inc.,"Bellevue, WA",MOTR,Nasdaq NM,2010-01-22,10,11,$250.0 mil.,"J.P. Morgan, Goldman Sachs & Co., Deutsche Bank Securities, RBC Capital Markets, Baird, Needham & Company, Pacific Crest Securities"
1481582,IPO,Ryerson Holding Corp.,"Chicago, IL",RYI,NYSE,2010-01-22,11,12,$253.0 mil.,"BofA Securities, UBS Investment Bank, Citigroup, Jefferies, KeyBanc Capital Markets, Macquarie Capital , Moelis &  Company, RBC Capital Markets, Stephens, Inc."
1478692,IPO,Verde Realty,"El Paso, TX",VRE,NYSE,2010-01-22,-,-,$300.0 mil.,"Goldman Sachs & Co., BofA Securities, Wells Fargo Securities"
1481513,IPO,"JinkoSolar Holding Co., Ltd.","Jiangxi Province, CHINA",JKS,NYSE,2010-01-20,11,13,$87.2 mil.,"Credit Suisse, Oppenheimer & Co. Inc., Roth Capital Partners, Collins Stewart"
86041,IPO,First Interstate BancSystem Inc.,"Billings, MT",FIBK,Nasdaq NM,2010-01-15,14,16,$160.1 mil.,"Barclays Capital, D.A. Davidson & Co., Keefe, Bruyette & Woods, Sandler, O Neill & Partners"
1477641,IPO,Daqo New Energy Corp.,"Wanzhou, CHINA",DQ,NYSE,2010-01-12,10.5,12.5,$115.0 mil.,"Morgan Stanley, Piper Jaffray"
1479426,IPO,DynaVox Inc.,"Pittsburgh, PA",DVOX,Nasdaq NM,2010-01-05,15,17,$125.0 mil.,"Piper Jaffray, Jefferies, William Blair & Co., Wells Fargo Securities"
1477324,IPO,IFM Investments Ltd,"Beijing, CHINA",CTC,NYSE,2010-01-05,7,8,$114.9 mil.,"Goldman Sachs & Co., Morgan Stanley, William Blair & Co., Oppenheimer & Co. Inc."
1402436,IPO,SS&C Technologies Holdings Inc.,"Windsor, CT",SSNC,Nasdaq NM,2009-12-28,13,15,$300.0 mil.,"J.P. Morgan, Credit Suisse, Morgan Stanley, Deutsche Bank Securities, Jefferies, Raymond James, Wells Fargo Securities"
1200375,IPO,Codexis Inc.,"Redwood City, CA",CDXS,Nasdaq NM,2009-12-28,13,15,$100.0 mil.,"Credit Suisse, Piper Jaffray, RBC Capital Markets, Pacific Crest Securities"
1478455,IPO,Med BioGene Inc.,"Vancouver, CANADA",MBGI,Nasdaq NM,2009-12-28,8,10,$24.3 mil.,"Rodman & Renshaw LLC, ThinkEquity, LLC, Dundee Securities Corporation"
1478950,IPO,Excel Trust Inc.,"San Diego, CA",EXL,NYSE,2009-12-24,14,15,$300.0 mil.,"Morgan Stanley, Barclays Capital, UBS Investment Bank, Wells Fargo Securities, KeyBanc Capital Markets, Raymond James, Stifel, HFF Securities L.P., PNC Capital Markets LLC"
1478085,IPO,Graham Packaging Company Inc.,"York, PA",GRM,NYSE,2009-12-23,10,11,$429.3 mil.,"Citigroup, Goldman Sachs & Co., Deutsche Bank Securities, BofA Securities, UBS Investment Bank, KeyBanc Capital Markets, Baird"
1417159,IPO,Rules-Based Medicine Inc.,"Austin, TX",RULE,Nasdaq NM,2009-12-23,-,-,$90.0 mil.,"Jefferies, Stephens, Inc."
1170534,IPO,Mitel Networks Corp.,"Ottawa, CANADA",MITL,Nasdaq NM,2009-12-22,18,20,$230.0 mil.,"BofA Securities, J.P. Morgan, UBS Investment Bank, Piper Jaffray, Genuity Capital Markets, JMP Securities"
1297336,IPO,ReachLocal Inc.,"Woodland Hills, CA",RLOC,Nasdaq NM,2009-12-22,17,19,$100.0 mil.,"J.P. Morgan, BofA Securities, Citigroup, Piper Jaffray, Needham & Company, Gleacher & Company"
1478334,IPO,Smile Brands Group Inc.,"Santa Ana, CA",GRIN,NYSE,2009-12-21,16,18,$143.8 mil.,"Credit Suisse, Jefferies, Wells Fargo Securities, William Blair & Co., Oppenheimer & Co. Inc."
1167294,IPO,Meru Networks Inc.,"Sunnyvale, CA",MERU,NYSE,2009-12-18,13,15,$86.3 mil.,"BofA Securities, Baird, Cowen, JMP Securities, ThinkEquity, LLC"
1443115,IPO,Solyndra Inc.,"Fremont, CA",SOLY,,2009-12-18,-,-,$300.0 mil.,"Goldman Sachs & Co., Morgan Stanley"
1478724,IPO,Halvern Realty Inc.,"Los Angeles, CA",,NYSE,2009-12-18,-,-,$400.0 mil.,"J.P. Morgan, Citigroup, Deutsche Bank Securities"
1325879,IPO,AVEO Pharmaceuticals Inc.,"Cambridge, MA",AVEO,Nasdaq NM,2009-12-16,9,10,$86.3 mil.,"J.P. Morgan, Morgan Stanley, SVB Leerink, Canaccord Adams"
1455863,IPO,Americold Realty Trust,"Atlanta, GA",COLD,NYSE,2009-12-14,14,16,$441.6 mil.,"BofA Securities, J.P. Morgan, RBC Capital Markets"
1478371,IPO,Callahan Capital Properties Inc.,"Chicago, IL",CCP,NYSE,2009-12-11,-,-,$500.0 mil.,"BofA Securities, Goldman Sachs & Co., Wells Fargo Securities"
1477049,IPO,Sprott Physical Gold Trust,"Toronto, Ontario, CANADA",PHYS,NYSE,2009-12-09,10,-,$862.5 mil.,"Morgan Stanley, RBC Capital Markets, HSBC"
1430592,IPO,Financial Engines Inc.,"Palo Alto, CA",FNGN,Nasdaq NM,2009-12-09,9,11,$100.0 mil.,"Goldman Sachs & Co., UBS Investment Bank, Piper Jaffray, Cowen"
1456137,IPO,Wonder International Education & Investment Gr.,"Scottsdale, AZ",,,2009-12-09,6,-,$120.0 mil.,Shelf Registration
1477156,IPO,China Hydroelectric Corp.,"Beijing, CHINA",CHC,NYSE,2009-12-08,15,17,$61.1 mil.,"Broadband Capital Management, I-Bankers Securities, Inc., Maxim Group LLC, Morgan Joseph & Co., Pali Capital"
1476978,IPO,Language Line Services Holdings Inc.-LL Services,"Monterey, CA",,Nasdaq NM,2009-12-07,-,-,$400.0 mil.,"Morgan Stanley, Credit Suisse, BofA Securities"
1477747,IPO,NorthStar Healthcare Investors Inc.,"New York, NY",NRH,NYSE,2009-12-07,-,-,$200.0 mil.,
1407384,IPO,The Film Department Holdings Inc.,"West Hollywood, CA",TFDI,Nasdaq NM,2009-12-07,12,14,$99.2 mil.,"Girard Securities, Inc."
1477612,IPO,Pyramid Hotels & Resorts Inc.,"Boston, MA",PYR,NYSE,2009-12-07,-,-,$275.0 mil.,"UBS Investment Bank, Citigroup"
1092699,IPO,SPS Commerce Inc.,"Minneapolis, MN",SPSC,Nasdaq NM,2009-12-03,11,13,$46.0 mil.,"Thomas Weisel Partners LLC, William Blair & Co., Needham & Company, JMP Securities"
1477710,IPO,China Education Inc.,"Beijing, CHINA",,Nasdaq NM,2009-12-02,-,-,$35.0 mil.,Rodman & Renshaw LLC
1476750,IPO,RedPrairie Holding Inc.,"Waukesha, WI",,,2009-11-27,-,-,$172.5 mil.,"BofA Securities, Credit Suisse, Oppenheimer & Co. Inc., Needham & Company"
1042776,IPO,Piedmont Office Realty Trust Inc.,"Johns Creek, GA",PDM,NYSE,2009-11-27,16,18,$372.6 mil.,"Morgan Stanley, J.P. Morgan, Wells Fargo Securities, BMO Capital Markets, Morgan Keegan & Co., RBC Capital Markets, Scotia Capital"
1410098,IPO,CorMedix Inc.,"Bridgewater, NJ",CRMD,NYSE/Amex,2009-11-25,6,8,$18.0 mil.,Maxim Group LLC
1477294,IPO,Sensata Technologies Holding B.V.,NETHERLANDS,ST,NYSE,2009-11-25,18,20,$500.0 mil.,"Morgan Stanley, Barclays Capital, Goldman Sachs & Co., BofA Securities, J.P. Morgan, Citigroup, Credit Suisse, BMO Capital Markets, Oppenheimer & Co. Inc., RBC Capital Markets"
1296612,IPO,Telegent Systems Inc.,"Grand Cayman, CAYMAN ISLANDS",TLG,Nasdaq NM,2009-11-23,-,-,$250.0 mil.,"Goldman Sachs & Co., J.P. Morgan, Jefferies, Oppenheimer & Co. Inc., Piper Jaffray"
1446847,IPO,Ironwood Pharmaceuticals Inc.,"Cambridge, MA",IRWD,Nasdaq NM,2009-11-20,14,16,$306.7 mil.,"J.P. Morgan, Morgan Stanley, Credit Suisse, BofA Securities, Wedbush PacGrow Life Sciences"
1408710,IPO,Fabrinet,"George Town, CAYMAN ISLANDS",FN,NYSE,2009-11-20,12,14,$150.0 mil.,"Morgan Stanley, Deutsche Bank Securities, RBS, Thomas Weisel Partners LLC, Cowen"
813779,IPO,Crimson Exploration Inc.,"Houston, TX",CXPO,Nasdaq NM,2009-11-20,6,8,$165.6 mil.,"Barclays Capital, Credit Suisse, Morgan Keegan & Co., RBS, Pritchard Capital Partners, LLC, Johnson Rice & Company, Rodman & Renshaw LLC, Stifel"
1474952,IPO,China Nuokang Bio-Pharmaceutical Inc.,"Shenyang, CHINA",NKBP,Nasdaq NM,2009-11-20,10,12,$69.0 mil.,"Jefferies, Oppenheimer & Co. Inc."
1406666,IPO,Calix Inc.,"Petaluma, CA",CALX,NYSE,2009-11-20,11,13,$100.0 mil.,"Goldman Sachs & Co., Morgan Stanley, Jefferies, UBS Investment Bank"
1117297,IPO,QuinStreet Inc.,"Foster City, CA",QNST,Nasdaq,2009-11-19,17,19,$218.5 mil.,"Credit Suisse, BofA Securities, J.P. Morgan"
1474943,IPO,Linkage Technologies International Holdings Ltd.,"Nanjing, CHINA",BOSS,NYSE,2009-11-18,13,15,$176.0 mil.,"Citigroup, Barclays Capital, Piper Jaffray, Susquehanna Financial, Wedbush Securities, Inc."
1472072,IPO,Concord Medical Services Holdings Ltd.,"Beijing, CHINA",CCM,NYSE,2009-11-17,9.5,11.5,$158.7 mil.,"Morgan Stanley, J.P. Morgan, CICC"
1474940,IPO,Hirschfeld Industries Inc.,"San Angelo, TX",HSFD,NYSE,2009-11-16,-,-,$150.0 mil.,"J.P. Morgan, Baird, Jefferies, BB&T Capital Markets"
1323163,IPO,XStream Systems Inc.,"Sebastian, FL",,Nasdaq NM,2009-11-12,15,-,$37.5 mil.,
1474627,IPO,Dehaier Medical Systems Ltd.,"Beijing, CHINA",DHRM,Nasdaq SC,2009-11-12,7,9,$12.0 mil.,Anderson & Strudwick
1476150,IPO,Terreno Realty Corp.,"San Francisco, CA",TRNO,NYSE,2009-11-10,20,-,$400.0 mil.,"Goldman Sachs & Co., KeyBanc Capital Markets, Baird, Stifel"
1406635,IPO,GLG Life Tech Corp.,"Vancouver, CANADA",GLGL,Nasdaq NM,2009-11-06,10,-,$41.7 mil.,"Canaccord Adams, GMP Securities, Roth Capital Partners, Desjardins Securities Inc., Wellington West Capital Markets Inc."
1356857,IPO,Trius Therapeutics Inc.,"San Diego, CA",TSRX,Nasdaq NM,2009-11-06,5,-,$86.3 mil.,"Citigroup, Piper Jaffray, Canaccord Adams, JMP Securities"
1288469,IPO,MaxLinear Inc.,"Carlsbad, CA",MXL,NYSE,2009-11-06,11,13,$100.0 mil.,"Morgan Stanley, Deutsche Bank Securities, UBS Investment Bank, Thomas Weisel Partners LLC, Needham & Company"
1475922,IPO,Primerica Inc.,"Duluth, GA",PRI,NYSE,2009-11-05,12,14,$100.0 mil.,"Citigroup, UBS Investment Bank, Deutsche Bank Securities, Morgan Stanley, Keefe, Bruyette & Woods, Macquarie Capital , Raymond James, Sandler, O Neill & Partners, SunTrust Robinson Humphrey, ING, Willis Capital Markets & Advisory"
1175535,IPO,Whitestone REIT,"Houston, TX",WSR,NYSE,2009-11-04,14,16,$50.0 mil.,"Wunderlich Securities, Ladenburg Thalmann, J.J.B. Hilliard, W.L. Lyons, LLC, Maxim Group LLC, National Securities, Southwest Securities, Inc."
1476045,IPO,Chatham Lodging Trust,"Palm Beach, FL",CLDT,NYSE,2009-11-04,20,-,$230.0 mil.,"Barclays Capital, FBR, Morgan Keegan & Co., Stifel, Credit Agricole CIB, JMP Securities"
1434220,IPO,7 Days Group Holdings Limited,"Guangzhou, Guangdong, CHINA",SVN,NYSE,2009-11-02,9,11,$100.0 mil.,"J.P. Morgan, Citigroup, Oppenheimer & Co. Inc."
1061504,IPO,GPC Capital Corp. II (Graham Packaging Holdings),"York, PA",,,2009-11-02,-,-,$350.0 mil.,
1474844,IPO,Trony Solar Holdings Co Ltd.,"Shenzhen, CHINA",TRO,NYSE,2009-10-30,9,11,$246.7 mil.,"J.P. Morgan, Credit Suisse, CLSA Asia-Pacific Markets, Oppenheimer & Co. Inc."
1474439,IPO,TeleNav Inc. (formerly TNAV Holdings Inc.),"Sunnyvale, CA",TNAV,Nasdaq,2009-10-30,9,10,$75.0 mil.,"J.P. Morgan, Deutsche Bank Securities, Baird, Canaccord Adams, Piper Jaffray, Pacific Crest Securities"
1267602,IPO,Alimera Sciences Inc.,"Alpharetta, GA",ALIM,Nasdaq NM,2009-10-30,15,17,$80.0 mil.,"Credit Suisse, Citigroup, Cowen, Oppenheimer & Co. Inc."
1128188,IPO,Aldagen Inc.,"Durham, NC",ALDH,Nasdaq NM,2009-10-28,-,-,$80.5 mil.,"Cowen, Wells Fargo Advisors"
1471597,IPO,Freedom Group Inc.,"Madison, NC",,,2009-10-21,-,-,$200.0 mil.,
1474315,IPO,Imperial Capital Group,"Los Angeles, CA",ICG,NYSE,2009-10-21,15,17,$130.3 mil.,"BofA Securities, JMP Securities, Imperial Capital, Keefe, Bruyette & Woods, Sandler, O Neill & Partners"
1474735,IPO,Generac Holdings Inc.,"Waukesha, WI",GNRC,NYSE,2009-10-20,15,17,$397.1 mil.,"J.P. Morgan, Goldman Sachs & Co., BofA Securities, Baird, William Blair & Co., Kemper Securities, Stephens, Inc."
1295976,IPO,Cellu Tissue Holdings Inc.,"Alpharetta, GA",CLU,NYSE,2009-10-16,15,17,$125.0 mil.,"Goldman Sachs & Co., J.P. Morgan, BofA Securities, Baird, William Blair & Co., D.A. Davidson & Co."
1311486,IPO,Global Geophysical Services Inc.,"Missouri City, TX",GGS,NYSE,2009-10-16,15,17,$150.0 mil.,"Credit Suisse, Barclays Capital, Tudor, Pickering, Holt & Co., Raymond James, Simmons & Company International"
1472244,IPO,BJB Career Education Company Ltd.,"Beijing, CHINA",BJB,NYSE,2009-10-14,-,-,$100.0 mil.,"Credit Suisse, Goldman Sachs (Asia), William Blair & Co., Piper Jaffray"
1474042,IPO,Baltic Trading Ltd.,"New York, NY",BALT,NYSE,2009-10-14,14,16,$230.0 mil.,"Morgan Stanley, Dahlman Rose & Company, Jefferies, Lazard Capital Markets, DnB NOR Markets"
1474299,IPO,National Beef Inc.,"Kansas City, MO",NBP,NYSE,2009-10-13,15,17,$300.0 mil.,"BofA Securities, Credit Suisse, Barclays Capital, BMO Capital Markets, Stephens, Inc."
1474098,IPO,Pebblebrook Hotel Trust,"Bethesda, MD",PEB,NYSE,2009-10-09,20,-,$402.5 mil.,"BofA Securities, Raymond James, Wells Fargo Securities, Calyon Securities (USA) Inc., RBC Capital Markets"
1473227,IPO,Birds Eye Foods Inc.,"Rochester, NY",,,2009-10-08,-,-,$350.0 mil.,J.P. Morgan
1473597,IPO,STR Holdings (New) LLC,"Enfield, CT",STRI,NYSE,2009-10-07,13,15,$212.2 mil.,"Credit Suisse, Goldman Sachs & Co., Cowen, Jefferies, Lazard Capital Markets, Macquarie Capital"
1082754,IPO,"Team Health Holdings, L.L.C.","Knoxville, TN",TMH,NYSE,2009-10-06,14,16,$368.0 mil.,"BofA Securities, Goldman Sachs & Co., Barclays Capital, Citigroup, Credit Suisse, Deutsche Bank Securities, UBS Investment Bank, Morgan Keegan & Co., Stephens, Inc."
1403385,IPO,Symetra Financial Corp.,"Bellevue, WA",SYA,NYSE,2009-10-05,12,14,$434.7 mil.,"BofA Securities, J.P. Morgan, Goldman Sachs & Co., Barclays Capital, UBS Investment Bank, Wells Fargo Securities, Dowling & Partners Securities, LLC, Keefe, Bruyette & Woods, Sandler, O Neill & Partners, Sterne Agee"
1024657,IPO,West Corp.,"Omaha, NE",WSTC,Nasdaq NM,2009-10-02,22,25,$500.0 mil.,"Goldman Sachs & Co., Morgan Stanley, BofA Securities, Barclays Capital, Citigroup, Deutsche Bank Securities, Wells Fargo Securities, Baird, William Blair & Co., Evercore ISI, Sanford C. Bernstein"
321646,IPO,Polymer Holdings LLC,"Houston, TX",KRA,NYSE,2009-10-01,16,18,$213.1 mil.,"Credit Suisse, BofA Securities, Morgan Stanley, Oppenheimer & Co. Inc., Goldman Sachs & Co., KeyBanc Capital Markets"
1472595,IPO,Accretive Health Inc.,"Chicago, IL",AH,NYSE,2009-09-29,14,16,$200.0 mil.,"Goldman Sachs & Co., Credit Suisse, J.P. Morgan, Morgan Stanley, Baird, William Blair & Co."
1472353,IPO,China Real Estate Information Corp.,"Shanghai, CHINA",CRIC,Nasdaq NM,2009-09-29,11.8,13.8,$200.0 mil.,"Credit Suisse, UBS Investment Bank, BofA Securities"
1473078,IPO,Chesapeake Lodging Trust,"Annapolis, MD",CHSP,NYSE,2009-09-28,20,-,$287.5 mil.,"J.P. Morgan, Deutsche Bank Securities, FBR, KeyBanc Capital Markets, Baird, RBC Capital Markets, JMP Securities"
1341704,IPO,Newegg Inc.,"City of Industry, CA",,,2009-09-28,-,-,$175.0 mil.,"J.P. Morgan, BofA Securities, Citigroup, William Blair & Co., Cowen, ThinkEquity, LLC, Needham & Company, Raymond James"
1316175,IPO,Anthera Pharmaceuticals Inc.,"Hayward, CA",ANTH,Nasdaq NM,2009-09-15,7,-,$70.0 mil.,"Deutsche Bank Securities, Piper Jaffray, Cowen, Merriman Curhan Ford"
1395942,IPO,KAR Auction Services Inc.,"Carmel, IN",KAR,NYSE,2009-09-14,15,17,$449.7 mil.,"Goldman Sachs & Co., Credit Suisse, BofA Securities, J.P. Morgan, Barclays Capital, BMO Capital Markets, Baird, Barrington Research Associates, BB&T Capital Markets, RBC Capital Markets"
1471458,IPO,rue21 inc.,"Warrendale, PA",RUE,Nasdaq NM,2009-09-10,16,18,$125.0 mil.,"BofA Securities, Goldman Sachs & Co., J.P. Morgan, Piper Jaffray"
1086142,IPO,Duoyuan Printing Inc.,"Beijing, CHINA",DYP,NYSE,2009-09-09,8.5,10.5,$69.0 mil.,"Piper Jaffray, Roth Capital Partners"
1471261,IPO,Cobalt International Energy Inc.,"Houston, TX",CIE,NYSE,2009-09-04,15,17,$123.2 mil.,"Credit Suisse, Goldman Sachs & Co., J.P. Morgan, Morgan Stanley, Tudor, Pickering, Holt & Co., UBS Investment Bank, Deutsche Bank Securities, RBC Capital Markets, Howard Weil Incorporated, FBR, Thomas Weisel Partners LLC, Natixis Bleichroeder LLC, Capital"
